Division2,Extranjero,Altura,Peso,Edad,PiernaPreferida,Posicion,Valor,SueldoMensual,CalidadActual,CalidadPotencial
Argentina (Premier Division),NO,187,81,34,Diestro,Arquero,575000,11600,112,112
Argentina (Metropolitan Zone),SI,182,80,20,Zurdo,Delantero,175000,3400,87,112
Argentina (Interior Zone),NO,172,71,32,Diestro,Mediocampista,145000,6800,110,112
Argentina (Interior Zone),NO,175,78,27,Diestro,Mediocampista,350000,7200,109,112
Argentina (Interior Zone),NO,172,66,23,Diestro,Defensor,88000,2300,93,112
Argentina (Interior Zone),NO,190,87,24,Diestro,Defensor,325000,6800,103,112
Argentina (Premier Division),NO,170,64,20,Diestro,Defensor,245000,2800,92,112
Argentina (Metropolitan Zone),NO,179,85,26,Zurdo,Defensor,325000,7600,111,112
Argentina (Premier Division),NO,189,75,16,Diestro,Delantero,195000,100,77,112
Argentina (Second Division),SI,180,74,21,Diestro,Delantero,67000,760,97,112
Argentina (Interior Zone),NO,173,65,20,Diestro,Mediocampista,79000,2000,86,112
Argentina (Metropolitan Zone),NO,185,80,22,Zurdo,Defensor,160000,3600,94,112
Argentina (Second Division),NO,170,65,20,Diestro,Delantero,325000,20,95,112
Argentina (Premier Division),NO,179,71,19,Diestro,Mediocampista,450000,100,88,112
Argentina (Premier Division),SI,171,75,26,Diestro,Mediocampista,875000,7200,110,112
Argentina (Premier Division),NO,176,73,18,Diestro,Mediocampista,200000,1900,85,112
Argentina (Premier Division),NO,176,65,18,Zurdo,Delantero,475000,3700,95,112
Argentina (Interior Zone),NO,177,74,20,Diestro,Mediocampista,92000,2400,84,112
Argentina (Second Division),NO,183,71,16,Diestro,Delantero,170000,20,75,112
Argentina (Interior Zone),NO,180,75,32,Diestro,Defensor,170000,6000,106,111
Argentina (Second Division),NO,181,79,30,Diestro,Arquero,500000,6800,111,111
Argentina (Interior Zone),NO,186,79,29,Diestro,Delantero,375000,7600,103,111
Argentina (Metropolitan Zone),NO,185,89,23,Diestro,Arquero,300000,5200,95,111
Argentina (Second Division),NO,169,64,19,Diestro,Mediocampista,190000,1700,90,111
Argentina (Premier Division),NO,172,63,17,Zurdo,Defensor,170000,100,82,111
Argentina (Metropolitan Zone),NO,187,84,21,Diestro,Mediocampista,97000,2200,86,111
Argentina (Metropolitan Zone),NO,182,74,23,Zurdo,Mediocampista,350000,5200,105,111
Argentina (Interior Zone),NO,190,85,26,Diestro,Delantero,425000,6000,110,111
Argentina (Second Division),NO,167,70,21,Diestro,Mediocampista,130000,1700,79,111
Argentina (Second Division),NO,179,76,34,Diestro,Delantero,140000,8400,105,111
Argentina (Second Division),NO,177,75,33,Diestro,Mediocampista,160000,8000,109,111
Argentina (Interior Zone),NO,178,75,22,Diestro,Delantero,400000,8400,102,111
Argentina (Premier Division),NO,173,67,18,Diestro,Mediocampista,475000,100,90,111
Argentina (Metropolitan Zone),NO,191,80,20,Zurdo,Mediocampista,98000,2500,90,111
Argentina (Interior Zone),NO,172,68,21,Diestro,Defensor,210000,4400,93,111
Argentina (Premier Division),NO,186,75,17,Diestro,Delantero,250000,100,82,111
Argentina (Second Division),NO,184,74,32,Diestro,Defensor,325000,8000,109,111
Argentina (Second Division),NO,162,63,27,Diestro,Delantero,625000,8400,110,111
Argentina (Premier Division),NO,177,72,20,Diestro,Defensor,150000,400,80,111
Argentina (Interior Zone),NO,167,70,24,Diestro,Defensor,300000,7600,103,111
Argentina (Interior Zone),NO,175,78,26,Zurdo,Mediocampista,350000,6400,107,111
Argentina (Second Division),NO,182,76,28,Diestro,Defensor,91000,2100,104,111
Argentina (Interior Zone),NO,183,80,24,Diestro,Delantero,425000,8000,110,111
Argentina (Metropolitan Zone),NO,175,73,27,Diestro,Mediocampista,350000,6800,102,111
Argentina (Second Division),NO,165,63,26,Diestro,Mediocampista,600000,6400,107,111
Argentina (Premier Division),NO,177,70,18,Diestro,Arquero,150000,100,77,111
Argentina (Interior Zone),NO,183,82,23,Diestro,Delantero,350000,6800,102,111
Argentina (Premier Division),NO,183,80,21,Diestro,Defensor,575000,4800,103,111
Argentina (Premier Division),NO,187,78,20,Diestro,Defensor,275000,100,95,111
Argentina (Second Division),NO,178,70,21,Diestro,Mediocampista,180000,2500,91,111
Argentina (Premier Division),NO,184,68,18,Diestro,Delantero,625000,4400,96,111
Argentina (Interior Zone),NO,170,71,31,Diestro,Defensor,230000,6400,107,111
Argentina (Premier Division),NO,177,67,20,Zurdo,Defensor,300000,100,92,111
Argentina (Interior Zone),NO,187,80,27,Diestro,Arquero,79000,3600,102,111
Argentina (Metropolitan Zone),NO,172,71,23,Diestro,Mediocampista,525000,7200,103,111
Argentina (Premier Division),NO,176,77,19,Diestro,Mediocampista,825000,100,102,111
Argentina (Interior Zone),NO,176,72,24,Zurdo,Defensor,79000,1900,85,111
Argentina (Metropolitan Zone),NO,190,83,35,Diestro,Delantero,39000,9200,107,111
Argentina (Metropolitan Zone),NO,195,82,20,Diestro,Arquero,70000,2100,75,111
Argentina (Premier Division),NO,179,68,20,Diestro,Mediocampista,500000,100,91,111
Argentina (Premier Division),NO,187,77,20,Zurdo,Delantero,225000,100,90,111
Argentina (Second Division),NO,171,68,26,Diestro,Delantero,625000,8400,110,111
Argentina (Interior Zone),NO,179,79,19,Diestro,Arquero,66000,20,84,111
Argentina (Metropolitan Zone),NO,185,87,26,Diestro,Arquero,275000,6800,103,111
Argentina (Premier Division),NO,185,70,16,Diestro,Mediocampista,240000,100,87,111
Argentina (Premier Division),NO,171,64,18,Diestro,Delantero,240000,100,88,111
Argentina (Interior Zone),NO,176,70,24,Zurdo,Defensor,350000,8400,108,111
Argentina (Interior Zone),NO,192,90,24,Diestro,Defensor,84000,1900,86,111
Argentina (Premier Division),NO,182,66,16,Zurdo,Defensor,135000,100,65,111
Argentina (Second Division),NO,188,97,20,Diestro,Defensor,775000,8400,110,111
Argentina (Second Division),NO,170,68,25,Diestro,Delantero,725000,8000,108,111
Argentina (Premier Division),NO,188,79,18,Diestro,Defensor,210000,100,90,111
Argentina (Interior Zone),NO,187,82,31,Diestro,Delantero,250000,6400,107,111
Argentina (Interior Zone),NO,173,71,22,Diestro,Mediocampista,250000,4400,97,111
Argentina (Metropolitan Zone),NO,195,84,19,Diestro,Mediocampista,240000,20,90,111
Argentina (Second Division),NO,177,68,17,Diestro,Delantero,225000,20,82,111
Argentina (Interior Zone),NO,187,75,30,Diestro,Defensor,350000,7600,106,111
Argentina (Premier Division),NO,176,63,16,Diestro,Mediocampista,86000,100,70,111
Argentina (Second Division),NO,176,70,26,Diestro,Mediocampista,725000,8400,108,111
Argentina (Second Division),NO,174,73,26,Zurdo,Defensor,600000,8000,108,111
Argentina (Metropolitan Zone),NO,183,76,24,Diestro,Delantero,350000,6000,110,111
Argentina (Second Division),NO,169,68,19,Ambidiestro,Mediocampista,775000,8000,96,111
Argentina (Second Division),NO,182,70,17,Diestro,Mediocampista,250000,2900,85,111
Argentina (Second Division),NO,181,80,29,Diestro,Delantero,825000,6000,108,111
Argentina (Second Division),NO,177,72,24,Diestro,Mediocampista,650000,6000,108,111
Argentina (Premier Division),NO,180,71,18,Diestro,Delantero,110000,2100,85,111
Argentina (Interior Zone),NO,174,69,26,Diestro,Mediocampista,400000,10000,110,111
Argentina (Second Division),NO,180,79,27,Diestro,Delantero,525000,6000,101,111
Argentina (Second Division),NO,176,75,33,Diestro,Mediocampista,235000,8800,110,111
Argentina (Second Division),NO,187,76,18,Diestro,Mediocampista,125000,20,78,111
Argentina (Second Division),NO,191,86,33,Diestro,Arquero,350000,6000,108,111
Argentina (Interior Zone),NO,190,94,26,Zurdo,Delantero,725000,8000,110,111
Argentina (Second Division),SI,171,71,25,Diestro,Delantero,600000,6000,100,111
Argentina (Interior Zone),NO,174,73,23,Zurdo,Defensor,150000,3700,99,111
Argentina (Premier Division),NO,191,81,19,Diestro,Defensor,600000,6000,95,111
Argentina (Second Division),NO,181,70,28,Diestro,Mediocampista,725000,7200,110,111
Argentina (Premier Division),NO,184,77,20,Diestro,Defensor,425000,100,94,111
Argentina (Interior Zone),NO,183,87,26,Diestro,Delantero,325000,6000,106,111
Argentina (Second Division),NO,171,67,29,Zurdo,Defensor,575000,7200,105,111
Argentina (Second Division),NO,178,78,27,Diestro,Delantero,525000,6000,102,111
Argentina (Second Division),NO,175,62,17,Ambidiestro,Defensor,170000,20,80,111
Argentina (Premier Division),NO,174,71,20,Diestro,Delantero,650000,100,95,111
Argentina (Second Division),NO,185,78,18,Zurdo,Delantero,170000,20,90,111
Argentina (Interior Zone),NO,172,73,27,Zurdo,Defensor,450000,7600,102,111
Argentina (Interior Zone),NO,186,79,25,Zurdo,Defensor,200000,4400,102,111
Argentina (Interior Zone),NO,170,66,28,Zurdo,Defensor,185000,4400,102,111
Argentina (Metropolitan Zone),NO,160,55,21,Zurdo,Delantero,93000,1900,88,111
Argentina (Second Division),NO,185,77,25,Diestro,Mediocampista,725000,8000,108,111
Argentina (Metropolitan Zone),SI,184,80,20,Diestro,Defensor,30500,400,94,111
Argentina (Second Division),NO,172,70,23,Diestro,Mediocampista,625000,6000,100,111
Argentina (Second Division),NO,168,62,20,Zurdo,Mediocampista,170000,2100,89,111
Argentina (Premier Division),NO,178,68,18,Diestro,Delantero,170000,100,75,111
Argentina (Premier Division),SI,165,63,18,Diestro,Delantero,13500,220,82,111
Argentina (Premier Division),NO,181,73,17,Zurdo,Defensor,215000,100,88,111
Argentina (Interior Zone),NO,179,73,26,Diestro,Mediocampista,375000,8800,110,111
Argentina (Second Division),SI,174,74,35,Diestro,Mediocampista,44500,6000,108,111
Argentina (Second Division),NO,172,74,24,Diestro,Mediocampista,625000,6800,105,111
Argentina (Second Division),NO,178,71,22,Diestro,Delantero,475000,5200,98,111
Argentina (Premier Division),NO,179,75,19,Diestro,Mediocampista,215000,100,82,111
Argentina (Premier Division),NO,184,72,17,Zurdo,Defensor,225000,100,80,111
Argentina (Second Division),NO,176,65,17,Diestro,Arquero,110000,20,75,111
Argentina (Metropolitan Zone),NO,183,73,28,Diestro,Arquero,300000,7200,106,111
Argentina (Second Division),NO,179,76,29,Diestro,Mediocampista,525000,6800,110,111
Argentina (Second Division),NO,179,82,30,Zurdo,Defensor,500000,8800,110,111
Argentina (Metropolitan Zone),NO,187,97,22,Diestro,Delantero,125000,2600,92,111
Argentina (Second Division),NO,179,76,23,Diestro,Defensor,450000,4800,95,111
Argentina (Second Division),NO,176,71,19,Diestro,Arquero,135000,20,88,111
Argentina (Metropolitan Zone),NO,171,66,22,Diestro,Defensor,130000,3100,95,111
Argentina (Second Division),NO,181,77,22,Diestro,Arquero,175000,2900,95,111
Argentina (Second Division),NO,175,68,33,Diestro,Delantero,155000,6400,109,111
Argentina (Premier Division),NO,180,66,17,Diestro,Defensor,325000,100,90,111
Argentina (Second Division),NO,179,71,26,Zurdo,Defensor,500000,4800,102,110
Argentina (Second Division),SI,183,71,33,Diestro,Delantero,85000,3800,94,110
Argentina (Second Division),NO,184,74,24,Diestro,Mediocampista,675000,5200,104,110
Argentina (Metropolitan Zone),NO,192,75,20,Diestro,Delantero,220000,4800,91,110
Argentina (Interior Zone),NO,191,85,20,Zurdo,Mediocampista,165000,3300,95,110
Argentina (Interior Zone),NO,173,68,27,Diestro,Mediocampista,145000,3400,95,110
Argentina (Metropolitan Zone),NO,186,82,22,Diestro,Delantero,250000,4800,94,110
Argentina (Metropolitan Zone),NO,184,82,30,Diestro,Defensor,300000,8400,107,110
Argentina (Second Division),NO,178,82,27,Zurdo,Mediocampista,300000,3600,105,110
Argentina (Second Division),NO,180,74,23,Diestro,Delantero,275000,3000,90,110
Argentina (Interior Zone),NO,189,78,21,Diestro,Defensor,84000,1900,85,110
Argentina (Second Division),NO,180,81,33,Diestro,Defensor,200000,5600,106,110
Argentina (Interior Zone),NO,169,64,21,Zurdo,Defensor,210000,5200,93,110
Argentina (Metropolitan Zone),NO,165,60,25,Diestro,Delantero,350000,6400,101,110
Argentina (Metropolitan Zone),NO,180,71,21,Diestro,Mediocampista,165000,3100,87,110
Argentina (Interior Zone),NO,177,69,21,Diestro,Mediocampista,98000,2200,80,110
Argentina (Premier Division),NO,178,85,20,Diestro,Delantero,205000,2300,87,110
Argentina (Interior Zone),NO,184,72,35,Zurdo,Mediocampista,30000,5200,106,110
Argentina (Second Division),NO,183,66,17,Zurdo,Mediocampista,155000,20,84,110
Argentina (Premier Division),NO,173,70,19,Diestro,Defensor,350000,3300,85,110
Argentina (Interior Zone),NO,177,74,22,Diestro,Defensor,78000,2000,79,110
Argentina (Premier Division),NO,183,78,19,Diestro,Defensor,215000,100,88,110
Argentina (Premier Division),NO,187,75,18,Diestro,Delantero,250000,100,78,110
Argentina (Interior Zone),NO,161,56,22,Diestro,Mediocampista,125000,2000,83,110
Argentina (Second Division),NO,178,63,16,Zurdo,Defensor,120000,20,68,110
Argentina (Second Division),NO,170,67,26,Diestro,Delantero,550000,4400,105,110
Argentina (Premier Division),NO,180,75,25,Diestro,Defensor,625000,5200,101,110
Argentina (Interior Zone),NO,192,80,20,Diestro,Defensor,140000,3000,85,110
Argentina (Second Division),NO,174,65,21,Diestro,Defensor,275000,3800,95,110
Argentina (Interior Zone),NO,171,67,28,Diestro,Mediocampista,350000,7600,105,110
Argentina (Second Division),NO,176,70,27,Zurdo,Delantero,525000,5200,106,110
Argentina (Interior Zone),NO,184,79,23,Diestro,Arquero,155000,3600,91,110
Argentina (Metropolitan Zone),NO,180,79,34,Diestro,Delantero,40000,8400,108,110
Argentina (Metropolitan Zone),NO,180,76,36,Diestro,Mediocampista,35000,7200,109,110
Argentina (Premier Division),NO,178,68,19,Diestro,Mediocampista,215000,100,89,110
Argentina (Premier Division),NO,186,76,21,Ambidiestro,Arquero,150000,1900,75,110
Argentina (Second Division),NO,192,83,33,Diestro,Defensor,180000,6000,106,110
Argentina (Second Division),NO,183,79,24,Diestro,Delantero,325000,4800,99,110
Argentina (Interior Zone),NO,175,73,32,Zurdo,Delantero,200000,5600,107,110
Argentina (Interior Zone),NO,177,69,38,Zurdo,Mediocampista,54000,8400,107,110
Argentina (Metropolitan Zone),NO,182,78,26,Diestro,Delantero,250000,4400,94,110
Argentina (Second Division),NO,174,75,29,Diestro,Mediocampista,550000,6400,110,110
Argentina (Metropolitan Zone),SI,184,77,31,Zurdo,Mediocampista,73000,3500,102,110
Argentina (Premier Division),NO,176,72,22,Diestro,Defensor,205000,2400,90,110
Argentina (Second Division),NO,174,65,27,Zurdo,Delantero,400000,4800,95,110
Argentina (Second Division),NO,181,78,32,Diestro,Arquero,450000,7600,106,110
Argentina (Second Division),NO,166,67,23,Diestro,Delantero,190000,2100,95,110
Argentina (Second Division),NO,179,70,21,Diestro,Mediocampista,170000,2000,85,110
Argentina (Second Division),NO,189,88,29,Diestro,Arquero,450000,8000,108,110
Argentina (Premier Division),NO,189,81,22,Diestro,Delantero,425000,5200,94,110
Argentina (Interior Zone),NO,171,72,33,Zurdo,Mediocampista,140000,6000,105,110
Argentina (Metropolitan Zone),NO,175,70,37,Diestro,Mediocampista,28500,5200,106,110
Argentina (Second Division),NO,179,75,20,Diestro,Delantero,150000,20,85,110
Argentina (Interior Zone),NO,190,80,22,Diestro,Defensor,79000,1900,85,110
Argentina (Interior Zone),NO,172,64,22,Diestro,Delantero,135000,2800,96,110
Argentina (Interior Zone),NO,175,70,32,Diestro,Mediocampista,195000,6800,103,110
Argentina (Second Division),NO,183,70,19,Zurdo,Defensor,200000,20,90,110
Argentina (Interior Zone),NO,190,87,29,Diestro,Arquero,225000,5600,110,110
Argentina (Interior Zone),NO,188,78,19,Diestro,Arquero,70000,1900,85,110
Argentina (Metropolitan Zone),NO,178,72,23,Diestro,Delantero,375000,6800,103,110
Argentina (Interior Zone),NO,180,79,34,Diestro,Defensor,49500,6000,100,110
Argentina (Second Division),NO,170,61,21,Diestro,Delantero,375000,4400,93,110
Argentina (Metropolitan Zone),NO,182,77,27,Diestro,Arquero,375000,6400,103,110
Argentina (Interior Zone),NO,187,78,20,Diestro,Mediocampista,125000,2800,83,110
Argentina (Interior Zone),NO,192,86,29,Diestro,Defensor,350000,7200,106,110
Argentina (Premier Division),NO,179,59,15,Diestro,Mediocampista,190000,100,75,110
Argentina (Interior Zone),NO,184,73,19,Diestro,Delantero,95000,2000,86,110
Argentina (Metropolitan Zone),NO,177,76,33,Diestro,Arquero,210000,8400,106,110
Argentina (Interior Zone),NO,174,74,23,Zurdo,Delantero,275000,4400,95,110
Argentina (Interior Zone),NO,189,83,19,Diestro,Mediocampista,115000,20,88,110
Argentina (Metropolitan Zone),NO,186,85,29,Zurdo,Defensor,185000,4000,101,110
Argentina (Interior Zone),NO,191,80,20,Diestro,Mediocampista,98000,2500,80,110
Argentina (Second Division),NO,191,88,26,Zurdo,Arquero,375000,5600,109,110
Argentina (Metropolitan Zone),NO,182,81,26,Diestro,Delantero,375000,8000,106,110
Argentina (Premier Division),NO,179,70,20,Diestro,Mediocampista,600000,4400,99,110
Argentina (Metropolitan Zone),NO,175,68,21,Diestro,Mediocampista,125000,2700,83,110
Argentina (Premier Division),NO,179,72,23,Zurdo,Delantero,625000,6000,101,110
Argentina (Metropolitan Zone),NO,180,77,37,Diestro,Defensor,55000,9600,109,110
Argentina (Premier Division),NO,174,70,22,Diestro,Mediocampista,350000,6800,103,110
Argentina (Interior Zone),NO,175,70,30,Diestro,Delantero,185000,4000,100,110
Argentina (Interior Zone),NO,181,78,22,Diestro,Mediocampista,210000,3700,91,110
Argentina (Interior Zone),NO,180,83,24,Zurdo,Defensor,130000,2800,97,110
Argentina (Second Division),NO,178,70,33,Zurdo,Defensor,155000,4800,106,110
Argentina (Premier Division),NO,183,74,20,Diestro,Defensor,325000,100,96,110
Argentina (Second Division),NO,170,66,32,Zurdo,Defensor,245000,6800,103,110
Argentina (Premier Division),NO,187,75,17,Diestro,Defensor,250000,100,89,110
Argentina (Second Division),NO,180,70,27,Diestro,Mediocampista,350000,3300,100,110
Argentina (Metropolitan Zone),NO,178,77,29,Zurdo,Defensor,300000,6800,107,110
Argentina (Metropolitan Zone),NO,174,78,29,Diestro,Delantero,325000,5600,109,110
Argentina (Second Division),NO,177,73,32,Diestro,Delantero,350000,8000,107,110
Argentina (Interior Zone),NO,181,76,21,Zurdo,Defensor,88000,2100,84,110
Argentina (Second Division),NO,181,80,27,Zurdo,Defensor,425000,6400,108,110
Argentina (Premier Division),NO,187,78,18,Diestro,Mediocampista,235000,100,88,110
Argentina (Second Division),NO,167,74,29,Zurdo,Delantero,625000,5600,108,110
Argentina (Metropolitan Zone),NO,182,72,17,Diestro,Delantero,120000,20,78,110
Argentina (Premier Division),NO,175,67,19,Diestro,Mediocampista,725000,5600,101,110
Argentina (Second Division),NO,175,71,25,Zurdo,Defensor,425000,6000,107,110
